intern_id,sprints_done,sprints_total,tasks_completed,tasks_assigned,meetings_attended,meetings_total,code_review_score,deadline_met_percentage,attendance_percentage,punctuality
RX0447,2,6,1,8,3,17,22.27,31.63,56.07,0
RX0448,2,7,2,9,9,20,42.29,45.44,50.91,0
RX0449,4,4,7,9,19,20,84.63,98.56,85.64,1
RX0450,1,6,3,13,4,21,33.93,41.68,53.13,0
RX0451,1,7,3,13,6,16,45.27,31.2,52.64,0
RX0452,3,4,8,14,17,18,62.78,63.7,73.03,1
RX0453,2,7,1,11,5,17,26.22,41.4,47.73,0
RX0454,6,6,11,13,21,24,85.16,90.14,91.5,1
RX0455,5,7,11,12,17,20,54.69,61.85,77.91,1
RX0456,1,4,3,12,6,16,46.06,41.73,54.92,0
RX0457,5,5,9,9,23,24,93.19,94.91,89.08,1
RX0458,2,4,7,10,15,17,56.75,63.22,80.65,0
RX0459,3,5,9,10,17,21,51.89,69.42,80.54,1
RX0460,2,6,2,11,4,19,31.05,32.97,40.62,0
RX0461,1,5,5,13,8,19,27.3,36.72,40.78,0
RX0462,5,7,7,8,20,22,72.09,60.91,76.67,1
RX0463,6,7,5,8,19,20,74.8,72.58,83.34,0
RX0464,4,5,12,12,16,17,80.81,85.28,86.95,1
RX0465,1,6,2,10,3,19,20.47,20.51,58.33,0
RX0466,7,7,14,14,23,24,98.77,85.37,91.04,1
RX0467,1,4,1,11,3,17,40.28,24.15,51.58,0
RX0468,2,6,2,10,7,16,38.56,38.99,49.39,0
RX0469,7,7,10,11,13,15,94.3,89.83,85.8,1
RX0470,1,4,3,9,6,21,31.19,48.25,43.35,0
RX0471,5,6,10,10,20,23,81.4,88.87,96.22,1
RX0472,1,7,4,14,6,20,37.39,33.59,58.97,0
RX0473,5,7,6,8,18,22,70.57,72.76,75.98,1
RX0474,2,4,5,9,14,15,69.28,51.96,78.51,1
RX0475,1,5,4,11,10,22,22.54,38.21,57.62,0
RX0476,3,5,12,14,17,22,74.0,72.11,63.13,0
RX0477,4,5,14,14,18,21,89.3,96.18,85.94,1
RX0478,1,4,4,14,1,15,45.58,48.14,41.7,0
RX0479,1,5,3,9,2,24,34.25,21.66,58.85,0
RX0480,1,4,3,11,6,19,24.98,23.43,40.17,0
RX0481,1,7,5,13,10,22,27.69,30.66,53.48,0
RX0482,5,5,11,11,16,16,81.53,99.67,89.07,1
RX0483,3,5,10,14,18,19,67.42,62.64,63.6,0
RX0484,3,6,6,8,22,24,71.46,57.05,69.1,1
RX0485,4,4,9,9,19,22,97.24,82.85,93.07,1
RX0486,1,4,1,8,4,22,20.47,35.68,49.42,0
RX0487,6,6,10,11,17,17,87.23,96.49,91.1,1
RX0488,2,6,1,10,1,22,44.54,35.3,54.72,0
RX0489,3,5,10,13,19,21,61.17,66.54,63.53,1
RX0490,4,5,11,11,18,20,98.06,90.1,93.65,1
RX0491,2,7,2,8,2,17,31.02,22.61,51.14,0
RX0492,1,4,5,14,1,18,20.76,27.58,50.4,0
RX0493,2,6,1,11,2,24,21.61,31.3,44.64,0
RX0494,3,4,10,12,20,22,84.74,98.71,99.17,1
RX0495,1,5,3,14,5,21,33.99,42.82,43.09,0
RX0496,4,5,8,14,13,21,61.94,70.69,64.27,0
RX0497,3,4,8,14,15,22,68.45,72.77,72.75,0
RX0498,6,6,10,11,12,15,88.76,95.98,87.41,1
RX0499,2,6,3,8,5,15,23.35,38.25,45.62,0
RX0500,4,7,9,10,16,24,72.52,53.14,79.32,1
RX0501,2,4,8,12,16,20,72.48,60.78,62.19,0
RX0502,1,6,1,8,2,17,40.04,48.0,45.31,0
RX0503,4,5,12,13,19,20,91.99,87.66,90.26,1
RX0504,6,6,7,9,16,18,94.32,92.66,94.34,1
RX0505,4,6,8,11,20,22,63.28,56.53,68.58,1
RX0506,6,6,8,9,22,23,83.26,89.88,87.26,1
RX0507,2,4,9,14,11,17,50.15,51.5,82.62,1
RX0508,5,6,9,12,14,24,50.21,55.31,76.59,1
RX0509,1,5,2,14,4,18,47.28,29.42,53.82,0
RX0510,4,5,8,9,15,17,92.08,96.58,97.34,1
RX0511,4,5,7,8,22,24,82.74,93.35,94.48,1
RX0512,4,5,11,13,21,21,91.63,77.65,98.1,1
RX0513,1,7,2,9,4,23,20.32,44.8,56.02,0
RX0514,4,5,12,12,19,19,81.84,89.63,88.39,1
RX0515,2,7,3,8,8,21,28.89,48.15,56.37,0
RX0516,3,5,9,14,18,19,60.43,51.26,61.32,1
RX0517,6,6,12,12,12,15,82.76,92.22,98.47,1
RX0518,1,4,3,13,1,22,29.85,26.27,41.69,0
RX0519,7,7,11,12,15,17,83.65,78.49,93.65,1
RX0520,5,6,8,8,19,19,98.65,77.97,99.01,1
RX0521,5,6,8,9,17,19,88.15,79.03,94.85,1
RX0522,4,7,5,8,18,21,65.37,69.34,61.1,0
RX0523,5,6,11,11,24,24,80.94,82.99,91.57,1
RX0524,2,6,3,8,5,18,35.95,36.13,45.56,0
RX0525,2,6,4,11,5,18,26.6,35.55,54.2,0
RX0526,1,5,3,14,7,23,26.61,46.59,58.69,0
RX0527,2,6,1,12,6,17,42.57,35.94,53.55,0
RX0528,6,6,9,9,18,21,80.16,98.58,88.56,1
RX0529,6,6,8,9,20,22,90.28,82.71,93.6,1
RX0530,1,6,3,9,4,15,29.73,27.02,44.22,0
RX0531,5,7,7,10,12,15,61.47,65.48,71.36,1
RX0532,1,4,4,11,1,21,32.93,29.13,43.96,0
RX0533,3,6,12,14,17,18,77.51,69.41,63.26,1
RX0534,1,4,2,9,9,24,40.71,30.22,56.1,0
RX0535,4,5,10,11,23,24,84.7,95.75,99.22,1
RX0536,1,6,2,13,10,23,47.81,26.41,48.4,0
RX0537,1,5,1,10,6,24,43.45,29.41,44.96,0
RX0538,4,7,7,11,21,24,77.13,59.37,73.75,1
RX0539,4,5,8,8,15,15,85.19,77.19,86.35,1
RX0540,2,4,10,11,18,21,51.54,62.31,71.05,0
RX0541,1,7,4,13,5,17,37.16,44.16,55.2,0
RX0542,6,7,13,13,16,18,88.17,91.99,85.85,1
RX0543,2,4,9,14,16,20,60.34,58.43,67.8,0
RX0544,1,6,4,13,4,23,40.19,44.73,47.94,0
RX0545,1,5,1,10,4,20,28.12,22.44,59.85,0
RX0546,5,6,8,11,16,24,67.33,71.65,67.24,0
RX0547,4,6,6,9,13,22,65.02,66.12,60.59,0
RX0548,1,7,3,10,4,19,38.1,35.71,45.07,0
RX0549,3,4,9,11,17,19,95.83,90.06,92.67,1
RX0550,1,5,4,10,3,16,48.91,24.05,43.04,0
RX0551,1,4,2,13,2,15,37.26,32.87,45.52,0
RX0552,6,7,8,9,19,22,92.51,93.68,88.28,1
RX0553,5,5,11,12,23,23,94.03,77.84,99.95,1
RX0554,3,4,6,11,22,24,68.68,70.17,81.05,0
RX0555,2,4,9,11,18,22,58.88,66.6,84.13,0
RX0556,1,7,4,11,8,21,30.88,36.4,56.8,0
RX0557,4,5,8,9,19,20,75.55,74.79,78.17,0
RX0558,7,7,6,8,18,18,98.92,82.4,85.02,1
RX0559,1,7,4,12,8,19,23.83,33.27,40.85,0
RX0560,3,4,11,13,19,21,82.69,77.36,97.47,1
RX0561,2,7,5,12,7,18,41.87,43.39,42.36,0
RX0562,3,4,8,10,15,17,80.26,88.51,97.77,1
RX0563,1,7,1,12,9,20,31.52,39.99,59.78,0
RX0564,1,4,1,14,4,18,22.9,25.31,59.75,0
RX0565,1,4,2,13,4,17,37.48,44.37,46.54,0
RX0566,1,4,2,8,6,18,37.77,40.84,47.29,0
RX0567,1,4,4,10,5,18,27.7,44.12,48.52,0
RX0568,1,5,1,10,6,23,29.23,34.76,55.93,0
RX0569,2,6,4,11,10,24,23.24,34.35,51.71,0
RX0570,7,7,10,10,17,17,89.48,76.67,85.72,1
RX0571,5,6,8,13,15,17,57.57,57.69,75.34,0
RX0572,2,7,4,10,8,20,22.24,47.23,59.93,0
RX0573,4,5,8,11,14,17,65.89,68.31,83.1,0
RX0574,4,4,11,13,16,18,92.56,98.27,95.14,1
RX0575,4,6,6,8,13,21,67.54,74.23,69.45,1
RX0576,5,6,10,11,15,17,89.99,77.66,86.71,1
RX0577,3,4,11,13,15,17,87.75,91.49,91.63,1
RX0578,4,5,8,14,20,24,69.46,73.86,63.79,1
RX0579,6,6,11,12,19,20,86.76,78.17,90.88,1
RX0580,4,7,8,11,13,20,56.45,51.05,69.09,0
RX0581,1,7,4,10,4,16,22.38,36.98,58.16,0
RX0582,4,7,8,10,14,18,52.42,73.49,78.88,0
RX0583,7,7,12,13,16,16,98.32,83.99,89.6,1
RX0584,1,6,3,8,10,24,49.13,25.31,54.44,0
RX0585,3,6,7,9,16,19,70.17,62.03,80.24,1
RX0586,5,6,5,8,14,19,74.43,57.01,63.3,0
RX0587,6,7,10,12,13,20,67.98,72.56,69.58,0
RX0588,3,4,8,10,17,24,55.98,56.61,72.59,1
RX0589,4,5,13,14,22,24,63.36,50.36,66.18,0
RX0590,5,6,8,14,22,23,55.55,51.49,75.11,1
RX0591,6,7,9,9,19,21,81.6,86.05,87.45,1
RX0592,1,5,1,11,6,17,31.55,45.64,59.05,0
RX0593,2,7,2,14,7,18,35.17,21.86,41.42,0
RX0594,1,7,4,10,5,23,21.46,22.94,40.88,0
RX0595,5,5,6,8,13,15,98.92,96.05,89.45,1
RX0596,5,5,6,8,22,24,90.37,81.15,90.37,1
RX0597,1,5,5,14,2,23,47.84,22.73,45.72,0
RX0598,1,7,3,8,9,22,32.46,20.72,46.71,0
RX0599,3,4,7,10,18,22,71.86,57.88,69.83,0
RX0600,4,4,12,13,14,16,91.75,77.81,89.98,1
RX0601,1,4,3,9,7,23,43.47,49.78,44.81,0
RX0602,4,5,10,12,21,22,68.92,68.49,75.31,1
RX0603,4,6,9,11,11,15,65.66,51.7,64.53,0
RX0604,4,6,10,14,18,22,62.08,62.99,84.91,1
RX0605,1,7,4,13,7,21,37.15,33.02,42.55,0
RX0606,4,4,14,14,20,21,94.01,89.73,99.08,1
RX0607,5,6,4,8,19,23,66.6,64.26,65.25,0
RX0608,1,7,3,9,4,16,40.98,29.92,54.89,0
RX0609,5,6,7,9,14,15,86.35,97.8,85.91,1
RX0610,4,5,8,9,21,23,98.16,81.06,86.37,1
RX0611,1,5,3,9,5,21,34.15,22.74,52.51,0
RX0612,6,7,12,12,15,15,85.51,87.36,86.83,1
RX0613,3,4,5,9,16,17,62.89,68.75,82.83,0
RX0614,3,6,8,9,19,22,61.54,60.9,74.85,0
RX0615,4,5,7,8,20,21,56.42,57.08,70.01,0
RX0616,2,6,1,14,10,23,47.98,20.6,43.08,0
RX0617,5,6,11,11,15,16,93.58,98.29,99.95,1
RX0618,2,4,7,8,16,17,56.93,72.43,66.4,0
RX0619,4,4,10,12,17,19,98.23,76.01,92.68,1
RX0620,6,7,12,14,14,21,76.59,53.78,63.8,1
RX0621,1,4,2,12,10,23,37.25,26.2,50.09,0
RX0622,4,6,7,10,17,18,69.08,59.96,60.17,1
RX0623,1,5,3,8,7,23,42.96,24.29,53.15,0
RX0624,1,5,1,10,6,23,23.27,27.46,46.34,0
RX0625,1,5,3,8,2,21,28.21,47.35,41.95,0
RX0626,3,4,6,8,14,15,69.37,62.76,63.0,1
RX0627,2,6,3,12,5,24,40.48,27.07,58.87,0
RX0628,2,7,3,13,9,21,49.6,37.94,41.64,0
RX0629,6,7,8,10,16,20,51.61,67.94,71.89,1
RX0630,1,7,3,8,5,24,39.08,32.05,51.56,0
RX0631,1,6,4,10,8,19,44.89,41.28,42.11,0
RX0632,3,6,7,12,16,22,53.38,60.19,82.16,0
RX0633,1,5,3,10,4,16,26.99,40.86,52.59,0
RX0634,4,4,11,12,15,18,84.43,76.4,88.83,1
RX0635,2,4,6,9,18,20,76.4,62.64,72.69,1
RX0636,6,7,8,13,13,15,69.89,64.88,70.38,0
RX0637,4,4,8,10,14,16,93.47,78.43,89.15,1
RX0638,1,5,1,11,2,21,42.39,29.35,56.91,0
RX0639,7,7,8,10,19,19,89.57,96.55,86.58,1
RX0640,2,7,2,13,6,21,41.99,46.29,54.46,0
RX0641,1,4,1,8,3,16,31.24,38.64,54.37,0
RX0642,6,6,10,11,15,16,95.01,81.86,94.37,1
RX0643,3,5,4,8,12,21,75.84,71.65,60.25,1
RX0644,4,5,8,10,14,22,79.61,68.86,66.22,0
RX0645,3,4,7,9,12,19,60.37,50.17,70.09,0
RX0646,1,5,4,11,8,20,29.23,27.23,44.67,0
RX0647,1,6,1,13,3,21,30.9,33.16,59.55,0
RX0648,2,4,5,8,9,16,78.6,51.51,67.44,0
RX0649,3,5,6,8,18,22,71.54,57.09,68.16,1
RX0650,1,5,1,12,5,18,36.34,22.34,59.11,0
RX0651,1,4,4,12,8,20,26.37,23.47,56.73,0
RX0652,1,4,3,8,7,21,25.98,28.53,45.78,0
RX0653,3,4,12,13,14,21,71.03,54.86,71.18,1
RX0654,4,5,7,8,14,15,53.55,60.04,79.83,1
RX0655,3,4,13,14,20,21,99.07,83.81,85.65,1
RX0656,6,6,8,10,16,19,90.07,95.73,92.62,1
RX0657,4,6,8,12,16,17,68.86,65.83,71.26,0
RX0658,1,6,3,9,3,16,22.07,30.04,46.27,0
RX0659,4,6,9,14,14,16,74.43,59.55,63.31,1
RX0660,1,6,3,9,9,22,35.78,42.78,54.25,0
RX0661,4,6,6,9,11,18,76.51,58.57,77.1,1
RX0662,1,5,3,8,9,24,38.29,27.22,47.74,0
RX0663,7,7,11,13,15,15,98.22,75.15,92.26,1
RX0664,4,7,6,11,13,15,67.11,64.54,77.87,0
RX0665,4,5,11,12,13,15,94.58,82.54,93.99,1
RX0666,4,4,6,8,16,18,90.04,89.58,93.68,1
RX0667,3,4,10,10,18,19,94.88,97.98,91.36,1
RX0668,4,5,5,8,13,19,60.55,72.74,74.22,0
RX0669,6,7,10,10,14,15,96.66,99.64,96.87,1
RX0670,4,6,10,13,18,22,61.85,51.28,70.05,1
RX0671,4,7,11,14,19,20,64.41,66.54,65.48,1
RX0672,3,5,5,8,16,23,56.48,74.18,77.88,0
RX0673,4,5,7,13,14,24,71.22,56.3,71.17,1
RX0674,7,7,10,11,21,24,87.16,83.34,90.82,1
RX0675,6,7,9,13,19,21,73.09,74.39,74.34,1
RX0676,5,5,11,12,16,16,96.84,90.35,89.89,1
RX0677,2,7,2,10,3,18,45.54,22.53,47.12,0
RX0678,5,6,9,10,18,19,95.78,77.98,87.11,1
RX0679,3,4,11,12,18,23,75.74,66.67,70.88,1
RX0680,1,5,2,9,2,21,21.58,41.78,42.43,0
RX0681,5,6,7,8,15,21,55.24,67.69,77.79,0
RX0682,2,4,8,9,10,15,67.75,54.8,76.67,0
RX0683,6,6,7,8,20,22,86.69,87.98,87.96,1
RX0684,5,5,11,12,18,20,85.54,88.95,90.21,1
RX0685,2,7,1,14,2,15,42.11,21.1,49.5,0
RX0686,4,6,6,9,11,15,72.22,62.13,62.14,1
RX0687,7,7,10,12,21,21,89.51,94.58,96.25,1
RX0688,4,6,7,13,11,18,51.86,64.42,62.98,1
RX0689,7,7,13,13,21,21,98.88,81.27,86.51,1
RX0690,5,5,10,10,13,16,91.42,83.31,89.73,1
RX0691,5,5,11,12,21,21,99.87,96.71,93.47,1
RX0692,5,6,7,8,15,17,89.11,87.05,96.37,1
RX0693,4,7,7,11,11,19,64.57,72.82,75.26,1
RX0694,2,4,9,12,21,24,66.78,62.87,62.49,0
RX0695,2,4,10,13,15,16,70.49,73.31,74.39,1
RX0696,2,7,1,11,5,19,39.46,46.98,52.47,0
RX0697,5,5,13,14,21,22,93.4,85.06,89.47,1
RX0698,2,7,1,12,3,18,40.87,48.33,59.91,0
RX0699,6,7,10,12,21,21,84.12,98.8,90.13,1
RX0700,2,7,5,14,9,24,20.26,31.46,46.04,0
RX0701,6,7,9,11,20,20,87.76,95.74,87.01,1
RX0702,3,5,9,14,23,24,62.86,65.71,65.38,0
RX0703,6,7,9,9,22,23,94.77,76.59,90.81,1
RX0704,1,5,2,11,7,18,39.28,41.53,59.53,0
RX0705,4,7,6,10,12,19,72.23,63.56,76.34,1
RX0706,5,5,10,12,15,16,85.83,98.11,88.46,1
RX0707,3,5,9,14,11,15,51.72,64.58,82.11,0
RX0708,3,4,12,13,10,18,58.47,64.63,66.41,0
RX0709,1,5,3,14,7,16,47.3,41.52,51.64,0
RX0710,1,4,3,14,8,18,34.25,31.58,59.33,0
RX0711,3,4,5,9,15,16,62.81,52.78,60.76,1
RX0712,1,7,3,9,5,20,21.87,44.68,46.23,0
RX0713,5,6,7,9,15,17,92.3,79.39,92.7,1
RX0714,1,4,3,11,5,23,29.98,48.2,46.86,0
RX0715,5,7,4,8,16,21,63.51,56.37,68.8,1
RX0716,1,4,1,8,5,21,42.98,22.38,40.94,0
RX0717,3,4,11,14,18,22,63.71,57.26,74.05,0
RX0718,4,7,11,13,12,15,64.31,59.73,82.19,0
RX0719,1,5,1,10,7,22,21.52,36.42,57.81,0
RX0720,6,7,9,9,17,20,85.58,85.12,99.98,1
RX0721,1,5,3,12,8,23,24.64,33.19,50.21,0
RX0722,2,7,1,11,5,16,34.17,41.39,47.86,0
RX0723,3,4,12,14,12,15,96.21,98.71,86.37,1
RX0724,1,5,3,9,1,18,20.43,27.73,49.0,0
RX0725,1,4,2,12,6,19,36.15,36.0,48.11,0
RX0726,7,7,6,8,18,18,81.18,81.79,86.56,1
RX0727,5,5,8,8,13,16,97.04,95.43,85.2,1
RX0728,6,6,9,11,22,22,95.88,89.41,90.13,1
RX0729,3,4,10,12,23,24,82.87,79.64,87.73,1
RX0730,4,5,9,13,11,16,54.18,64.23,81.7,1
RX0731,1,5,3,9,2,18,23.94,27.87,51.62,0
RX0732,5,5,14,14,15,17,84.95,83.7,98.43,1
RX0733,7,7,9,9,19,20,85.47,93.41,85.77,1
RX0734,1,7,3,8,10,23,29.62,25.77,46.19,0
RX0735,1,5,2,9,1,24,27.25,40.44,54.32,0
RX0736,1,6,2,14,2,20,37.88,42.19,44.22,0
RX0737,1,5,2,13,2,19,29.29,48.13,53.54,0
RX0738,1,6,1,11,5,15,36.34,23.77,45.79,0
RX0739,7,7,8,10,21,24,84.35,84.17,90.86,1
RX0740,1,6,1,11,8,19,41.5,30.76,45.36,0
RX0741,6,7,10,11,17,20,83.66,80.81,94.53,1
RX0742,2,4,7,11,13,18,70.8,69.16,67.6,0
RX0743,2,6,1,9,7,18,49.62,26.75,53.25,0
RX0744,7,7,6,8,20,22,91.37,81.87,92.12,1
RX0745,4,5,13,13,19,19,90.94,92.86,91.67,1
RX0746,1,6,5,14,6,16,25.45,35.12,46.46,0
RX0747,4,7,6,11,16,20,59.12,65.53,67.55,1
RX0748,4,7,11,14,13,15,64.99,69.12,66.64,1
RX0749,1,4,2,14,6,20,22.44,33.05,45.85,0
RX0750,4,6,9,10,15,16,54.9,52.61,63.64,1
RX0751,3,5,7,8,17,19,63.07,53.23,78.56,0
RX0752,1,5,1,9,7,24,24.07,27.8,47.7,0
RX0753,2,7,2,12,1,17,47.97,45.75,43.41,0
RX0754,2,7,4,10,3,18,20.74,40.9,54.51,0
RX0755,5,6,12,13,15,16,81.84,92.02,98.19,1
RX0756,1,6,4,14,1,21,47.35,33.17,40.8,0
RX0757,1,5,2,9,5,24,45.75,33.91,55.69,0
RX0758,1,5,2,9,1,19,30.15,47.42,59.62,0
RX0759,5,5,10,12,22,24,86.14,76.43,90.15,1
RX0760,2,6,1,8,4,17,41.47,49.18,59.66,0
RX0761,1,4,2,9,6,20,45.17,46.31,44.86,0
RX0762,6,6,11,13,21,22,92.62,75.62,95.81,1
RX0763,3,5,5,9,22,23,72.59,68.19,81.74,0
RX0764,3,4,8,14,18,22,51.47,64.32,80.49,0
RX0765,3,4,14,14,19,22,80.53,93.38,94.38,1
RX0766,1,4,2,12,4,21,28.51,40.82,46.12,0
RX0767,3,4,8,8,22,24,83.68,77.64,97.19,1
RX0768,5,5,11,12,22,24,93.21,95.23,95.09,1
RX0769,2,7,1,11,1,15,32.96,20.99,59.08,0
RX0770,5,6,13,13,20,22,92.42,76.2,92.25,1
RX0771,1,5,4,10,8,18,26.24,42.61,45.07,0
RX0772,1,7,2,8,2,15,29.28,33.44,48.11,0
RX0773,4,6,7,9,22,23,51.66,70.83,71.45,1
RX0774,1,4,1,9,8,19,39.7,47.21,43.37,0
RX0775,3,4,10,11,12,15,55.65,57.59,62.33,0
RX0776,1,4,3,9,5,15,24.24,23.91,52.87,0
RX0777,4,4,9,11,14,16,82.49,84.15,88.44,1
RX0778,1,6,2,12,1,19,46.73,37.08,56.65,0
RX0779,2,4,8,9,11,15,56.79,53.3,82.18,1
RX0780,1,4,3,10,2,19,31.49,38.92,48.6,0
RX0781,1,7,1,12,10,24,33.48,48.21,59.06,0
RX0782,2,4,7,8,11,18,58.04,72.81,75.83,1
RX0783,6,6,7,9,16,18,89.15,77.39,98.47,1
RX0784,1,5,3,10,6,16,25.22,21.39,51.59,0
RX0785,4,6,4,8,16,20,57.96,66.57,84.14,0
RX0786,4,7,11,13,22,23,54.91,57.49,62.5,1
RX0787,6,6,6,8,21,23,87.99,85.47,92.72,1
RX0788,1,4,4,14,7,17,21.63,20.56,42.87,0
RX0789,1,7,2,9,2,19,21.9,38.33,59.67,0
RX0790,1,4,1,9,6,21,37.47,29.0,40.69,0
RX0791,5,5,11,12,21,24,97.73,85.27,94.06,1
RX0792,1,5,2,9,4,19,22.81,20.5,57.47,0
RX0793,1,5,3,9,2,22,24.88,48.79,57.03,0
RX0794,5,6,10,10,21,22,80.17,75.5,93.8,1
RX0795,4,6,5,9,20,21,54.37,71.95,66.73,1
RX0796,2,6,4,11,2,19,38.84,44.9,48.31,0
RX0797,3,6,6,11,12,21,64.64,55.11,75.67,1
RX0798,5,6,7,9,13,15,85.82,96.72,98.57,1
RX0799,5,7,6,10,13,22,63.92,56.15,82.87,1
RX0800,4,5,11,14,15,17,66.29,53.23,69.4,1
RX0801,3,4,7,8,18,19,84.41,79.11,91.09,1
RX0802,4,5,8,9,15,17,87.64,75.71,97.83,1
RX0803,2,7,3,8,2,17,48.98,25.24,52.96,0
RX0804,1,4,4,13,1,19,40.2,38.43,57.85,0
RX0805,4,4,10,12,21,22,90.67,99.9,97.01,1
RX0806,6,6,13,13,21,24,80.39,96.98,99.48,1
RX0807,1,5,2,14,3,20,32.24,49.41,53.0,0
RX0808,6,7,12,12,18,20,97.98,90.59,87.01,1
RX0809,3,4,9,9,19,20,95.44,87.1,98.46,1
RX0810,2,6,3,9,2,21,26.03,44.15,57.0,0
RX0811,3,4,12,12,13,15,90.75,89.39,94.68,1
RX0812,6,6,11,11,18,21,80.28,89.17,98.98,1
RX0813,1,4,2,12,4,19,36.26,33.79,49.98,0
RX0814,5,7,5,8,22,23,64.56,53.73,76.21,0
RX0815,3,4,9,11,22,23,92.86,94.06,93.77,1
RX0816,1,4,3,8,3,20,38.67,48.03,44.13,0
RX0817,3,4,8,9,12,16,62.54,71.33,81.4,1
RX0818,6,7,6,11,14,22,50.48,65.4,84.02,1
RX0819,3,6,12,14,19,20,71.41,71.84,63.17,0
RX0820,3,4,10,14,15,24,63.6,71.33,74.53,0
RX0821,3,4,12,14,13,15,90.71,84.85,97.72,1
RX0822,1,7,3,9,2,15,37.64,48.04,54.52,0
RX0823,2,6,4,10,2,19,30.02,23.2,44.78,0
RX0824,5,6,7,9,15,15,93.79,96.93,89.36,1
RX0825,6,7,4,8,11,16,61.32,56.46,66.09,1
RX0826,1,7,1,9,5,19,27.13,34.68,45.72,0
RX0827,1,4,5,12,7,16,21.57,45.58,43.96,0
RX0828,4,6,9,14,13,22,65.58,55.86,63.09,1
RX0829,6,6,8,10,16,18,82.54,97.87,92.4,1
RX0830,2,7,2,11,6,24,21.56,23.41,40.08,0
RX0831,1,6,3,8,6,18,29.0,24.54,45.69,0
RX0832,3,4,11,12,24,24,80.36,77.56,91.16,1
RX0833,3,5,7,10,12,17,64.14,74.53,78.51,0
RX0834,4,5,12,13,18,20,92.5,98.65,93.7,1
RX0835,1,4,6,14,7,22,26.09,42.37,59.91,0
RX0836,3,4,9,11,15,16,61.17,56.37,72.22,0
RX0837,5,6,10,12,22,24,81.06,90.65,85.82,1
RX0838,2,6,3,13,4,18,25.93,29.56,51.87,0
RX0839,6,7,12,13,15,15,95.76,82.43,87.03,1
RX0840,4,7,8,13,18,22,54.68,56.09,81.05,0
RX0841,2,7,3,11,5,21,47.6,39.51,41.81,0
RX0842,5,5,9,10,16,16,81.02,87.41,86.85,1
RX0843,1,7,1,8,6,16,35.61,36.97,40.31,0
RX0844,4,5,14,14,21,21,80.94,79.41,99.34,1
RX0845,4,5,6,8,15,20,50.12,62.53,69.59,1
RX0846,2,7,4,10,7,17,46.82,47.59,41.9,0
RX0847,4,6,7,8,11,17,55.08,54.69,60.26,1
RX0848,5,6,14,14,20,22,88.01,88.75,94.29,1
RX0849,5,6,11,13,23,24,97.03,78.92,99.62,1
RX0850,2,7,2,11,8,20,46.99,48.23,53.42,0
RX0851,1,5,1,12,2,24,48.85,43.25,52.44,0
RX0852,6,6,11,11,19,22,91.25,94.05,95.7,1
RX0853,5,5,10,12,19,22,81.7,82.57,96.17,1
RX0854,5,6,10,12,9,16,58.81,66.8,77.55,1
RX0855,3,5,10,14,10,17,54.91,64.14,72.6,1
RX0856,6,7,6,11,14,15,70.12,56.74,66.94,1
RX0857,3,4,11,12,16,19,80.59,90.45,92.64,1
RX0858,6,7,13,14,20,22,93.37,82.89,95.24,1
RX0859,2,4,4,8,15,20,65.26,56.08,78.62,1
RX0860,7,7,9,11,21,22,92.9,91.27,97.37,1
RX0861,1,5,3,12,1,22,28.05,49.98,43.51,0
RX0862,1,7,2,14,8,24,48.65,47.59,46.22,0
RX0863,1,7,1,11,5,16,38.88,27.71,56.02,0
RX0864,2,6,1,14,2,18,39.92,30.15,58.71,0
RX0865,3,6,11,12,18,19,51.61,52.66,64.34,0
RX0866,5,6,14,14,19,21,90.17,99.8,88.99,1
RX0867,1,5,1,13,3,18,39.01,24.22,48.86,0
RX0868,3,5,11,14,14,24,66.46,69.91,74.58,1
RX0869,6,7,12,13,16,19,98.81,76.19,90.28,1
RX0870,1,4,1,14,9,21,42.06,43.92,45.39,0
RX0871,1,7,2,9,6,22,23.09,41.9,47.74,0
RX0872,7,7,8,9,24,24,89.82,76.89,94.27,1
RX0873,5,6,9,9,18,20,94.27,81.31,94.85,1
RX0874,3,6,6,9,19,20,62.93,57.2,75.1,1
RX0875,1,5,2,8,8,21,25.74,38.46,48.11,0
RX0876,5,7,7,8,11,15,58.04,70.29,61.38,1
RX0877,2,6,1,10,7,18,39.74,44.72,52.95,0
RX0878,1,4,2,13,5,18,38.66,36.2,54.99,0
RX0879,2,6,3,12,7,17,25.85,34.74,59.01,0
RX0880,2,6,1,8,7,24,32.32,26.53,59.32,0
RX0881,7,7,12,14,20,21,90.49,99.07,94.12,1
RX0882,1,5,1,10,7,17,28.6,36.79,45.59,0
RX0883,1,5,1,12,7,16,22.73,45.64,52.61,0
RX0884,1,5,1,14,7,16,38.82,34.15,59.2,0
RX0885,1,4,1,12,4,19,42.06,22.4,47.19,0
RX0886,4,5,13,13,20,22,80.18,76.89,88.76,1
RX0887,3,6,8,10,11,16,68.7,74.26,73.97,0
RX0888,3,6,4,8,11,15,57.22,68.59,78.76,0
RX0889,4,4,8,8,13,16,94.26,84.16,85.79,1
RX0890,6,7,7,9,13,15,92.16,85.08,95.15,1
RX0891,4,7,11,12,20,21,72.43,63.74,71.31,1
RX0892,4,4,11,13,22,22,90.06,91.55,98.69,1
RX0893,5,7,6,9,11,15,71.57,57.17,66.25,0
RX0894,6,7,10,14,14,15,61.71,72.73,60.73,1
RX0895,5,6,6,8,22,23,87.32,95.18,92.85,1
