attendance,punctuality,sprint_completion,task_quality,deadline_met,communication,collaboration,initiative_score,performance
47.29,0,16.666666666666664,40.31,38.17,6.666666666666667,6.0,21.428571428571427,Poor
73.3,0,50.0,56.85,74.44,81.25,73.125,54.54545454545454,Average
71.46,100,66.66666666666666,50.7,68.91,66.66666666666666,59.99999999999999,69.23076923076923,Average
84.87,0,75.0,64.22,61.1,75.0,67.5,91.66666666666666,Average
93.12,100,75.0,87.71,83.51,83.33333333333334,75.00000000000001,100.0,Good
89.53,100,75.0,96.67,86.01,85.0,76.5,91.66666666666666,Good
87.48,100,100.0,96.61,88.62,100.0,90.0,75.0,Good
54.69,0,14.285714285714285,26.22,43.47,18.75,16.875,10.0,Poor
60.99,0,71.42857142857143,56.04,59.88,66.66666666666666,59.99999999999999,87.5,Average
98.05,100,100.0,94.44,88.33,89.47368421052632,80.52631578947368,100.0,Good
99.16,100,80.0,85.52,96.93,100.0,90.0,85.71428571428571,Good
93.44,100,83.33333333333334,89.83,88.06,90.47619047619048,81.42857142857143,88.88888888888889,Good
59.61,0,16.666666666666664,37.32,45.97,13.043478260869565,11.739130434782608,40.0,Poor
81.35,0,85.71428571428571,56.01,52.73,66.66666666666666,59.99999999999999,78.57142857142857,Average
94.4,100,75.0,88.97,87.76,95.0,85.5,100.0,Good
45.99,0,33.33333333333333,40.78,24.03,15.0,13.5,22.22222222222222,Poor
80.71,0,75.0,79.93,66.92,65.21739130434783,58.69565217391305,90.0,Average
78.84,0,83.33333333333334,72.21,53.57,73.91304347826086,66.52173913043478,87.5,Average
86.16,100,83.33333333333334,81.77,87.19,93.75,84.375,100.0,Good
77.44,0,66.66666666666666,68.96,64.43,68.18181818181817,61.36363636363636,80.0,Average
95.61,100,83.33333333333334,90.01,94.86,86.36363636363636,77.72727272727272,92.3076923076923,Good
63.81,0,80.0,62.04,57.31,93.75,84.375,83.33333333333334,Average
40.67,0,20.0,36.47,26.58,4.761904761904762,4.285714285714286,41.66666666666667,Poor
57.34,0,25.0,25.64,41.59,26.08695652173913,23.478260869565215,10.0,Poor
65.87,0,80.0,65.79,61.58,94.44444444444444,85.0,76.92307692307693,Average
45.69,0,20.0,28.14,34.9,38.095238095238095,34.285714285714285,30.76923076923077,Poor
72.78,100,71.42857142857143,59.53,50.0,56.52173913043478,50.869565217391305,71.42857142857143,Average
66.17,0,71.42857142857143,75.18,50.1,90.47619047619048,81.42857142857143,53.84615384615385,Average
96.83,100,85.71428571428571,96.85,82.83,82.35294117647058,74.11764705882352,75.0,Good
53.74,0,16.666666666666664,48.92,22.68,40.0,36.0,10.0,Poor
66.36,0,50.0,70.28,53.48,86.95652173913044,78.26086956521739,72.72727272727273,Average
86.58,100,75.0,94.05,82.45,100.0,90.0,100.0,Good
57.32,0,33.33333333333333,34.96,31.55,33.33333333333333,29.999999999999996,16.666666666666664,Poor
43.72,0,33.33333333333333,20.09,45.77,23.52941176470588,21.176470588235293,22.22222222222222,Poor
94.72,100,100.0,97.4,93.26,86.95652173913044,78.26086956521739,92.85714285714286,Good
96.06,100,83.33333333333334,98.62,78.14,100.0,90.0,91.66666666666666,Good
61.45,100,57.14285714285714,58.62,59.19,77.77777777777779,70.00000000000001,54.54545454545454,Average
77.73,100,60.0,77.33,70.96,75.0,67.5,90.9090909090909,Good
78.12,0,50.0,77.18,56.67,60.0,54.0,80.0,Average
73.03,100,71.42857142857143,73.22,69.32,88.88888888888889,80.0,53.84615384615385,Average
46.64,0,20.0,25.45,33.07,8.695652173913043,7.826086956521739,16.666666666666664,Poor
89.5,100,75.0,87.43,75.03,83.33333333333334,75.00000000000001,100.0,Good
96.71,100,100.0,97.97,94.58,100.0,90.0,100.0,Good
96.21,100,80.0,84.93,87.1,86.95652173913044,78.26086956521739,100.0,Good
53.02,0,28.57142857142857,27.17,35.92,40.909090909090914,36.81818181818182,18.181818181818183,Poor
42.82,0,33.33333333333333,26.76,25.87,4.3478260869565215,3.9130434782608696,18.181818181818183,Poor
82.66,0,75.0,79.45,63.18,70.58823529411765,63.52941176470589,60.0,Average
57.8,0,16.666666666666664,28.72,34.1,33.33333333333333,29.999999999999996,37.5,Poor
85.67,100,100.0,89.95,80.76,81.25,73.125,77.77777777777779,Good
98.93,100,100.0,99.25,90.52,87.5,78.75,90.0,Good
82.44,100,80.0,75.92,62.03,88.23529411764706,79.41176470588235,66.66666666666666,Good
86.63,100,100.0,87.84,91.48,93.75,84.375,80.0,Good
41.46,0,28.57142857142857,33.11,37.81,21.73913043478261,19.565217391304348,20.0,Poor
84.0,0,80.0,77.24,73.59,82.35294117647058,74.11764705882352,76.92307692307693,Average
76.67,0,60.0,57.42,66.02,72.72727272727273,65.45454545454547,66.66666666666666,Average
83.15,100,60.0,50.27,58.93,73.91304347826086,66.52173913043478,76.92307692307693,Average
44.92,0,16.666666666666664,44.25,27.61,38.095238095238095,34.285714285714285,22.22222222222222,Poor
98.79,100,100.0,85.78,84.95,100.0,90.0,83.33333333333334,Good
40.65,0,25.0,39.06,22.72,4.761904761904762,4.285714285714286,12.5,Poor
51.28,0,25.0,43.63,27.53,4.166666666666666,3.7499999999999996,21.428571428571427,Poor
42.04,0,20.0,25.75,47.55,6.25,5.625,9.090909090909092,Poor
76.99,0,83.33333333333334,78.69,53.7,63.1578947368421,56.84210526315789,50.0,Average
87.16,100,85.71428571428571,86.53,95.99,94.73684210526315,85.26315789473684,100.0,Good
49.53,0,16.666666666666664,32.58,43.41,22.727272727272727,20.454545454545453,14.285714285714285,Poor
40.66,0,20.0,28.87,37.81,40.909090909090914,36.81818181818182,9.090909090909092,Poor
80.67,0,50.0,63.8,52.38,82.35294117647058,74.11764705882352,63.63636363636363,Average
85.68,100,100.0,90.31,86.58,94.44444444444444,85.0,91.66666666666666,Good
47.24,0,25.0,37.71,21.84,39.130434782608695,35.21739130434783,41.66666666666667,Poor
85.02,100,100.0,86.08,80.76,85.0,76.5,100.0,Good
55.18,0,28.57142857142857,39.22,32.48,41.17647058823529,37.05882352941176,18.181818181818183,Poor
82.55,100,80.0,55.45,59.27,65.21739130434783,58.69565217391305,84.61538461538461,Average
48.29,0,28.57142857142857,24.49,31.42,25.0,22.5,38.46153846153847,Poor
66.63,100,80.0,78.57,51.06,56.52173913043478,50.869565217391305,70.0,Average
43.44,0,25.0,43.42,41.25,31.57894736842105,28.421052631578945,10.0,Poor
86.88,100,75.0,96.07,78.05,95.23809523809523,85.71428571428571,100.0,Good
94.98,100,80.0,82.84,80.33,86.95652173913044,78.26086956521739,87.5,Good
87.45,100,83.33333333333334,89.93,84.51,100.0,90.0,85.71428571428571,Good
70.94,100,50.0,71.11,74.26,88.23529411764706,79.41176470588235,90.0,Average
50.1,0,25.0,49.01,21.55,4.3478260869565215,3.9130434782608696,20.0,Poor
56.18,0,28.57142857142857,26.8,46.38,23.52941176470588,21.176470588235293,25.0,Poor
45.01,0,28.57142857142857,40.18,43.9,27.27272727272727,24.545454545454543,14.285714285714285,Poor
43.74,0,33.33333333333333,27.43,24.88,11.76470588235294,10.588235294117647,21.428571428571427,Poor
70.11,100,50.0,60.02,68.32,93.33333333333333,84.0,75.0,Average
44.11,0,25.0,40.33,22.16,13.043478260869565,11.739130434782608,15.384615384615385,Poor
48.37,0,14.285714285714285,38.97,25.97,35.0,31.5,33.33333333333333,Poor
60.29,100,75.0,78.24,72.87,63.63636363636363,57.27272727272727,90.9090909090909,Good
87.85,100,80.0,99.58,88.89,87.5,78.75,88.88888888888889,Good
94.46,100,75.0,90.34,93.5,88.23529411764706,79.41176470588235,100.0,Good
61.71,0,80.0,55.16,73.14,85.71428571428571,77.14285714285714,77.77777777777779,Average
69.33,0,85.71428571428571,69.25,67.59,87.5,78.75,72.72727272727273,Average
83.67,100,50.0,67.93,71.65,66.66666666666666,59.99999999999999,53.84615384615385,Average
93.81,100,80.0,97.66,80.07,95.0,85.5,100.0,Good
73.55,0,60.0,61.57,73.41,60.0,54.0,83.33333333333334,Average
86.53,100,100.0,93.45,99.43,100.0,90.0,75.0,Good
81.53,100,66.66666666666666,52.53,70.18,66.66666666666666,59.99999999999999,77.77777777777779,Average
95.06,100,83.33333333333334,84.58,88.67,100.0,90.0,90.0,Good
60.74,0,57.14285714285714,51.5,72.79,89.47368421052632,80.52631578947368,57.14285714285714,Average
94.1,100,80.0,89.18,93.32,95.45454545454545,85.9090909090909,90.0,Good
45.67,0,28.57142857142857,31.5,34.81,37.5,33.75,15.384615384615385,Poor
79.27,0,66.66666666666666,79.63,57.29,90.47619047619048,81.42857142857143,53.84615384615385,Average
97.9,100,100.0,97.3,97.88,85.71428571428571,77.14285714285714,80.0,Good
76.23,0,85.71428571428571,62.83,61.06,79.16666666666666,71.25,66.66666666666666,Average
48.15,0,28.57142857142857,26.03,37.71,45.0,40.5,33.33333333333333,Poor
45.2,0,20.0,32.29,39.66,20.0,18.0,36.36363636363637,Poor
78.01,0,75.0,78.28,68.67,66.66666666666666,59.99999999999999,91.66666666666666,Average
50.71,0,33.33333333333333,27.5,35.45,22.22222222222222,20.0,8.333333333333332,Poor
89.9,100,75.0,98.28,98.82,90.47619047619048,81.42857142857143,77.77777777777779,Good
73.83,0,75.0,53.08,59.82,60.0,54.0,77.77777777777779,Average
49.24,0,20.0,46.53,30.34,10.526315789473683,9.473684210526315,25.0,Poor
65.74,0,50.0,55.38,67.35,89.47368421052632,80.52631578947368,53.84615384615385,Average
93.12,100,75.0,95.79,82.42,89.47368421052632,80.52631578947368,91.66666666666666,Good
62.63,100,75.0,57.25,58.86,66.66666666666666,59.99999999999999,90.0,Average
68.39,100,75.0,57.31,56.69,85.71428571428571,77.14285714285714,72.72727272727273,Average
48.24,0,25.0,46.14,40.37,40.0,36.0,37.5,Poor
73.31,0,50.0,76.12,65.79,82.35294117647058,74.11764705882352,66.66666666666666,Average
86.71,100,100.0,99.61,87.81,100.0,90.0,83.33333333333334,Good
81.43,0,50.0,73.29,65.28,86.66666666666667,78.0,64.28571428571429,Average
95.46,100,83.33333333333334,97.63,93.28,100.0,90.0,83.33333333333334,Good
91.77,100,75.0,86.67,94.79,100.0,90.0,84.61538461538461,Good
56.07,0,33.33333333333333,22.27,31.63,17.647058823529413,15.882352941176473,12.5,Poor
50.91,0,28.57142857142857,42.29,45.44,45.0,40.5,22.22222222222222,Poor
85.64,100,100.0,84.63,98.56,95.0,85.5,77.77777777777779,Good
53.13,0,16.666666666666664,33.93,41.68,19.047619047619047,17.142857142857142,23.076923076923077,Poor
52.64,0,14.285714285714285,45.27,31.2,37.5,33.75,23.076923076923077,Poor
73.03,100,75.0,62.78,63.7,94.44444444444444,85.0,57.14285714285714,Average
47.73,0,28.57142857142857,26.22,41.4,29.411764705882355,26.47058823529412,9.090909090909092,Poor
91.5,100,100.0,85.16,90.14,87.5,78.75,84.61538461538461,Good
77.91,100,71.42857142857143,54.69,61.85,85.0,76.5,91.66666666666666,Average
54.92,0,25.0,46.06,41.73,37.5,33.75,25.0,Poor
89.08,100,100.0,93.19,94.91,95.83333333333334,86.25000000000001,100.0,Good
80.65,0,50.0,56.75,63.22,88.23529411764706,79.41176470588235,70.0,Average
80.54,100,60.0,51.89,69.42,80.95238095238095,72.85714285714286,90.0,Average
40.62,0,33.33333333333333,31.05,32.97,21.052631578947366,18.94736842105263,18.181818181818183,Poor
40.78,0,20.0,27.3,36.72,42.10526315789473,37.89473684210526,38.46153846153847,Poor
76.67,100,71.42857142857143,72.09,60.91,90.9090909090909,81.81818181818181,87.5,Good
83.34,0,85.71428571428571,74.8,72.58,95.0,85.5,62.5,Average
86.95,100,80.0,80.81,85.28,94.11764705882352,84.70588235294117,100.0,Good
58.33,0,16.666666666666664,20.47,20.51,15.789473684210526,14.210526315789473,20.0,Poor
91.04,100,100.0,98.77,85.37,95.83333333333334,86.25000000000001,100.0,Good
51.58,0,25.0,40.28,24.15,17.647058823529413,15.882352941176473,9.090909090909092,Poor
49.39,0,33.33333333333333,38.56,38.99,43.75,39.375,20.0,Poor
85.8,100,100.0,94.3,89.83,86.66666666666667,78.0,90.9090909090909,Good
43.35,0,25.0,31.19,48.25,28.57142857142857,25.71428571428571,33.33333333333333,Poor
96.22,100,83.33333333333334,81.4,88.87,86.95652173913044,78.26086956521739,100.0,Good
58.97,0,14.285714285714285,37.39,33.59,30.0,27.0,28.57142857142857,Poor
75.98,100,71.42857142857143,70.57,72.76,81.81818181818183,73.63636363636364,75.0,Good
78.51,100,50.0,69.28,51.96,93.33333333333333,84.0,55.55555555555556,Average
57.62,0,20.0,22.54,38.21,45.45454545454545,40.90909090909091,36.36363636363637,Poor
63.13,0,60.0,74.0,72.11,77.27272727272727,69.54545454545455,85.71428571428571,Average
85.94,100,80.0,89.3,96.18,85.71428571428571,77.14285714285714,100.0,Good
41.7,0,25.0,45.58,48.14,6.666666666666667,6.0,28.57142857142857,Poor
58.85,0,20.0,34.25,21.66,8.333333333333332,7.499999999999999,33.33333333333333,Poor
40.17,0,25.0,24.98,23.43,31.57894736842105,28.421052631578945,27.27272727272727,Poor
53.48,0,14.285714285714285,27.69,30.66,45.45454545454545,40.90909090909091,38.46153846153847,Poor
89.07,100,100.0,81.53,99.67,100.0,90.0,100.0,Good
63.6,0,60.0,67.42,62.64,94.73684210526315,85.26315789473684,71.42857142857143,Average
69.1,100,50.0,71.46,57.05,91.66666666666666,82.5,75.0,Average
93.07,100,100.0,97.24,82.85,86.36363636363636,77.72727272727272,100.0,Good
49.42,0,25.0,20.47,35.68,18.181818181818183,16.363636363636367,12.5,Poor
91.1,100,100.0,87.23,96.49,100.0,90.0,90.9090909090909,Good
54.72,0,33.33333333333333,44.54,35.3,4.545454545454546,4.090909090909092,10.0,Poor
63.53,100,60.0,61.17,66.54,90.47619047619048,81.42857142857143,76.92307692307693,Average
93.65,100,80.0,98.06,90.1,90.0,81.0,100.0,Good
51.14,0,28.57142857142857,31.02,22.61,11.76470588235294,10.588235294117647,25.0,Poor
50.4,0,25.0,20.76,27.58,5.555555555555555,5.0,35.714285714285715,Poor
44.64,0,33.33333333333333,21.61,31.3,8.333333333333332,7.499999999999999,9.090909090909092,Poor
99.17,100,75.0,84.74,98.71,90.9090909090909,81.81818181818181,83.33333333333334,Good
43.09,0,20.0,33.99,42.82,23.809523809523807,21.428571428571427,21.428571428571427,Poor
64.27,0,80.0,61.94,70.69,61.904761904761905,55.714285714285715,57.14285714285714,Average
72.75,0,75.0,68.45,72.77,68.18181818181817,61.36363636363636,57.14285714285714,Average
87.41,100,100.0,88.76,95.98,80.0,72.0,90.9090909090909,Good
45.62,0,33.33333333333333,23.35,38.25,33.33333333333333,29.999999999999996,37.5,Poor
79.32,100,57.14285714285714,72.52,53.14,66.66666666666666,59.99999999999999,90.0,Average
62.19,0,50.0,72.48,60.78,80.0,72.0,66.66666666666666,Average
45.31,0,16.666666666666664,40.04,48.0,11.76470588235294,10.588235294117647,12.5,Poor
90.26,100,80.0,91.99,87.66,95.0,85.5,92.3076923076923,Good
94.34,100,100.0,94.32,92.66,88.88888888888889,80.0,77.77777777777779,Good
68.58,100,66.66666666666666,63.28,56.53,90.9090909090909,81.81818181818181,72.72727272727273,Average
87.26,100,100.0,83.26,89.88,95.65217391304348,86.08695652173914,88.88888888888889,Good
82.62,100,50.0,50.15,51.5,64.70588235294117,58.23529411764706,64.28571428571429,Average
76.59,100,83.33333333333334,50.21,55.31,58.333333333333336,52.5,75.0,Average
53.82,0,20.0,47.28,29.42,22.22222222222222,20.0,14.285714285714285,Poor
97.34,100,80.0,92.08,96.58,88.23529411764706,79.41176470588235,88.88888888888889,Good
94.48,100,80.0,82.74,93.35,91.66666666666666,82.5,87.5,Good
98.1,100,80.0,91.63,77.65,100.0,90.0,84.61538461538461,Good
56.02,0,14.285714285714285,20.32,44.8,17.391304347826086,15.652173913043478,22.22222222222222,Poor
88.39,100,80.0,81.84,89.63,100.0,90.0,100.0,Good
56.37,0,28.57142857142857,28.89,48.15,38.095238095238095,34.285714285714285,37.5,Poor
61.32,100,60.0,60.43,51.26,94.73684210526315,85.26315789473684,64.28571428571429,Average
98.47,100,100.0,82.76,92.22,80.0,72.0,100.0,Good
41.69,0,25.0,29.85,26.27,4.545454545454546,4.090909090909092,23.076923076923077,Poor
93.65,100,100.0,83.65,78.49,88.23529411764706,79.41176470588235,91.66666666666666,Good
99.01,100,83.33333333333334,98.65,77.97,100.0,90.0,100.0,Good
94.85,100,83.33333333333334,88.15,79.03,89.47368421052632,80.52631578947368,88.88888888888889,Good
61.1,0,57.14285714285714,65.37,69.34,85.71428571428571,77.14285714285714,62.5,Average
91.57,100,83.33333333333334,80.94,82.99,100.0,90.0,100.0,Good
45.56,0,33.33333333333333,35.95,36.13,27.77777777777778,25.0,37.5,Poor
54.2,0,33.33333333333333,26.6,35.55,27.77777777777778,25.0,36.36363636363637,Poor
58.69,0,20.0,26.61,46.59,30.434782608695656,27.39130434782609,21.428571428571427,Poor
53.55,0,33.33333333333333,42.57,35.94,35.294117647058826,31.764705882352946,8.333333333333332,Poor
88.56,100,100.0,80.16,98.58,85.71428571428571,77.14285714285714,100.0,Good
93.6,100,100.0,90.28,82.71,90.9090909090909,81.81818181818181,88.88888888888889,Good
44.22,0,16.666666666666664,29.73,27.02,26.666666666666668,24.0,33.33333333333333,Poor
71.36,100,71.42857142857143,61.47,65.48,80.0,72.0,70.0,Average
43.96,0,25.0,32.93,29.13,4.761904761904762,4.285714285714286,36.36363636363637,Poor
63.26,100,50.0,77.51,69.41,94.44444444444444,85.0,85.71428571428571,Average
56.1,0,25.0,40.71,30.22,37.5,33.75,22.22222222222222,Poor
99.22,100,80.0,84.7,95.75,95.83333333333334,86.25000000000001,90.9090909090909,Good
48.4,0,16.666666666666664,47.81,26.41,43.47826086956522,39.130434782608695,15.384615384615385,Poor
44.96,0,20.0,43.45,29.41,25.0,22.5,10.0,Poor
73.75,100,57.14285714285714,77.13,59.37,87.5,78.75,63.63636363636363,Average
86.35,100,80.0,85.19,77.19,100.0,90.0,100.0,Good
71.05,0,50.0,51.54,62.31,85.71428571428571,77.14285714285714,90.9090909090909,Average
55.2,0,14.285714285714285,37.16,44.16,29.411764705882355,26.47058823529412,30.76923076923077,Poor
85.85,100,85.71428571428571,88.17,91.99,88.88888888888889,80.0,100.0,Good
67.8,0,50.0,60.34,58.43,80.0,72.0,64.28571428571429,Average
47.94,0,16.666666666666664,40.19,44.73,17.391304347826086,15.652173913043478,30.76923076923077,Poor
59.85,0,20.0,28.12,22.44,20.0,18.0,10.0,Poor
67.24,0,83.33333333333334,67.33,71.65,66.66666666666666,59.99999999999999,72.72727272727273,Average
60.59,0,66.66666666666666,65.02,66.12,59.09090909090909,53.18181818181819,66.66666666666666,Average
45.07,0,14.285714285714285,38.1,35.71,21.052631578947366,18.94736842105263,30.0,Poor
92.67,100,75.0,95.83,90.06,89.47368421052632,80.52631578947368,81.81818181818183,Good
43.04,0,20.0,48.91,24.05,18.75,16.875,40.0,Poor
45.52,0,25.0,37.26,32.87,13.333333333333334,12.0,15.384615384615385,Poor
88.28,100,85.71428571428571,92.51,93.68,86.36363636363636,77.72727272727272,88.88888888888889,Good
99.95,100,100.0,94.03,77.84,100.0,90.0,91.66666666666666,Good
81.05,0,75.0,68.68,70.17,91.66666666666666,82.5,54.54545454545454,Average
84.13,0,50.0,58.88,66.6,81.81818181818183,73.63636363636364,81.81818181818183,Average
56.8,0,14.285714285714285,30.88,36.4,38.095238095238095,34.285714285714285,36.36363636363637,Poor
78.17,0,80.0,75.55,74.79,95.0,85.5,88.88888888888889,Average
85.02,100,100.0,98.92,82.4,100.0,90.0,75.0,Good
40.85,0,14.285714285714285,23.83,33.27,42.10526315789473,37.89473684210526,33.33333333333333,Poor
97.47,100,75.0,82.69,77.36,90.47619047619048,81.42857142857143,84.61538461538461,Good
42.36,0,28.57142857142857,41.87,43.39,38.88888888888889,35.00000000000001,41.66666666666667,Poor
97.77,100,75.0,80.26,88.51,88.23529411764706,79.41176470588235,80.0,Good
59.78,0,14.285714285714285,31.52,39.99,45.0,40.5,8.333333333333332,Poor
59.75,0,25.0,22.9,25.31,22.22222222222222,20.0,7.142857142857142,Poor
46.54,0,25.0,37.48,44.37,23.52941176470588,21.176470588235293,15.384615384615385,Poor
47.29,0,25.0,37.77,40.84,33.33333333333333,29.999999999999996,25.0,Poor
48.52,0,25.0,27.7,44.12,27.77777777777778,25.0,40.0,Poor
55.93,0,20.0,29.23,34.76,26.08695652173913,23.478260869565215,10.0,Poor
51.71,0,33.33333333333333,23.24,34.35,41.66666666666667,37.50000000000001,36.36363636363637,Poor
85.72,100,100.0,89.48,76.67,100.0,90.0,100.0,Good
75.34,0,83.33333333333334,57.57,57.69,88.23529411764706,79.41176470588235,61.53846153846154,Average
59.93,0,28.57142857142857,22.24,47.23,40.0,36.0,40.0,Poor
83.1,0,80.0,65.89,68.31,82.35294117647058,74.11764705882352,72.72727272727273,Average
95.14,100,100.0,92.56,98.27,88.88888888888889,80.0,84.61538461538461,Good
69.45,100,66.66666666666666,67.54,74.23,61.904761904761905,55.714285714285715,75.0,Average
86.71,100,83.33333333333334,89.99,77.66,88.23529411764706,79.41176470588235,90.9090909090909,Good
91.63,100,75.0,87.75,91.49,88.23529411764706,79.41176470588235,84.61538461538461,Good
63.79,100,80.0,69.46,73.86,83.33333333333334,75.00000000000001,57.14285714285714,Average
90.88,100,100.0,86.76,78.17,95.0,85.5,91.66666666666666,Good
69.09,0,57.14285714285714,56.45,51.05,65.0,58.5,72.72727272727273,Poor
58.16,0,14.285714285714285,22.38,36.98,25.0,22.5,40.0,Poor
